ts_code,trade_date,    open,high,    low, close,pre close,change,pct change,vol,amount
899050, 2022/08/05,1024.71,1038.77,1024.71,1038.75,1022.65,16.1,0.015743412,302657,35922.29
899050, 2022/08/08,1038.03,1053.21,1038.03,1047.53,1038.75,8.78,0.008452467,722492,86129.31
899050, 2022/08/09,1048.33,1052.75,1044.93,1051.5,1047.53,3.97,0.003789868,531452,66113.72
899050, 2022/08/10,1053.75,1056.47,1049.8,1056.47,1051.5,4.97,0.004726581,872758,108713.96
899050, 2022/08/11,1056.9,1078.72,1056.9,1078.43,1056.47,21.96,0.020786203,1013480,106210.25
899050, 2022/08/12,1078.84,1079.87,1068.85,1071.91,1078.43,-6.52,-0.006045826,692708,75659.6
899050, 2022/08/15,1073.68,1085.06,1073.53,1085.06,1071.91,13.15,0.012267821,505775,73818.85
899050, 2022/08/16,1087.82,1095.38,1087.82,1090.29,1085.06,5.23,0.00482001,478136,65528.6
899050, 2022/08/17,1090.51,1093.78,1081.97,1090.88,1090.29,0.59,0.00054114,429084,65138.36
899050, 2022/08/18,1088.21,1097.03,1088.21,1093.3,1090.88,2.42,0.002218392,447989,59965.45
899050, 2022/08/19,1093.25,1099.22,1076.98,1079.43,1093.3,-13.87,-0.012686362,481002,69944.95
899050, 2022/08/22,1071.7,1074.81,1064.22,1072.2,1079.43,-7.23,-0.006697979,617945,87499.8
899050, 2022/08/23,1073.75,1079.89,1073.49,1078.33,1072.2,6.13,0.005717217,470365,52759.55
899050, 2022/08/24,1080.64,1083.61,1057.67,1064.84,1078.33,-13.49,-0.012510085,478701,57885.77
899050, 2022/08/25,1061.43,1066.1,1046.09,1053.64,1064.84,-11.2,-0.010518012,432515,41266.57
899050, 2022/08/26,1055.24,1063.26,1051.93,1055.64,1053.64,2,0.001898182,340975,33201.23
899050, 2022/08/29,1051.19,1057.77,1045.17,1057.34,1055.64,1.7,0.001610397,300318,33990.19
899050, 2022/08/30,1057.59,1058.77,1047.36,1052.53,1057.34,-4.81,-0.004549152,289690,35657.8
899050, 2022/08/31,1049.43,1051.9,1033.49,1038.41,1052.53,-14.12,-0.013415295,326792,36450.55
899050, 2022/09/01,1038.15,1043.43,1028.93,1032.37,1038.41,-6.04,-0.005816585,491547,48983.57
899050, 2022/09/02,1033.97,1036.41,1027.4,1033.94,1032.37,1.57,0.001520773,436270,44303.01
899050, 2022/09/05,1047.98,1056.67,1042.9,1048.31,1033.94,14.37,0.013898292,403442,41120.05
899050, 2022/09/06,1048.93,1052.84,1042.6,1052.84,1048.31,4.53,0.004321241,319162,34330.93
899050, 2022/09/07,1053.13,1058.75,1047.53,1052.36,1052.84,-0.48,-0.00045591,403060,43744.27
899050, 2022/09/08,1051.66,1052,1039.24,1042.33,1052.36,-10.03,-0.009530959,366991,39262.36
899050, 2022/09/09,1042.67,1044.79,1036.52,1043.57,1042.33,1.24,0.001189642,249742,27704.33
899050, 2022/09/13,1043.68,1046.66,1040.84,1045.73,1043.57,2.16,0.002069818,329766,37363.69
899050, 2022/09/14,1039.17,1041.74,1033.96,1037.26,1045.73,-8.47,-0.008099605,412754,47718.65
899050, 2022/09/15,1038.62,1040.33,1012.5,1016.66,1037.26,-20.6,-0.019860016,485330,53865.53
899050, 2022/09/16,1015.44,1039.24,1012.98,1023.82,1016.66,7.16,0.007042669,1459730,127736.23
899050, 2022/09/19,1022.49,1027.75,1003.28,1008.12,1023.82,-15.7,-0.015334727,1199831,106695.45
899050, 2022/09/20,1008.94,1021.69,1008.94,1021.27,1008.12,13.15,0.013044082,1262539,105736.48
899050, 2022/09/21,1019.29,1076.36,1012.77,1064.69,1021.27,43.42,0.042515691,2954058,243045.84
899050, 2022/09/22,1060.79,1081.37,1050.49,1054.11,1064.69,-10.58,-0.009937165,1959785,167052.8
899050, 2022/09/23,1050.79,1050.79,1009.65,1016.02,1054.11,-38.09,-0.036134749,1511792,132922.52
899050, 2022/09/26,1008.47,1010.59,989.81,993.45,1016.02,-22.57,-0.02221413,1001962,95104.01
899050, 2022/09/27,992.29,994.87,983,992.93,993.45,-0.52,-0.000523428,950616,100707.91
899050, 2022/09/28,992.77,993.35,973.45,976.65,992.93,-16.28,-0.016395919,1323537,161905.3
899050, 2022/09/29,978.19,981.75,963.49,966.87,976.65,-9.78,-0.010013823,1163277,130680.88
899050, 2022/09/30,966.91,969.99,959.45,963.09,966.87,-3.78,-0.003909522,875889,100813.81
899050, 2022/10/10,966.62,970.04,932.44,937.5,963.09,-25.59,-0.026570725,802903,94442.07
899050, 2022/10/11,936.35,940.26,930.34,938.46,937.5,0.96,0.001024,685876,75649.7
899050, 2022/10/12,936.79,945.29,919.26,944.56,938.46,6.1,0.006500011,674830,81410.08
899050, 2022/10/13,939.56,955.33,938.11,949.21,944.56,4.65,0.004922927,818389,86096.2
899050, 2022/10/14,950.11,978.01,950.11,976.44,949.21,27.23,0.028687013,1151596,125253.05
899050, 2022/10/17,974.57,975.45,967.68,975.45,976.44,-0.99,-0.001013887,954311,111132.91
899050, 2022/10/18,978.03,981.16,972.5,981.16,975.45,5.71,0.005853709,1183532,140127.67
899050, 2022/10/19,981.19,988.41,976.07,980.54,981.16,-0.62,-0.000631905,937864,118784.02
899050, 2022/10/20,978.33,981.57,973.4,977.34,980.54,-3.2,-0.003263508,878989,118388.66
899050, 2022/10/21,976.51,981.14,970.95,978.74,977.34,1.4,0.00143246,823353,116512.95
899050, 2022/10/24,979.87,984.29,967.46,972.25,978.74,-6.49,-0.006630975,735539,95506.35
899050, 2022/10/25,971.18,971.4,961.21,969.4,972.25,-2.85,-0.002931345,584572,77168.48
899050, 2022/10/26,969.88,980.08,968.19,971.47,969.4,2.07,0.002135341,658805,88211.62
899050, 2022/10/27,964.71,969.89,957.15,958.36,971.47,-13.11,-0.013495013,717366,92142.16
899050, 2022/10/28,958.3,958.3,930.24,936,958.36,-22.36,-0.023331525,909850,118163.3
899050, 2022/10/31,931.07,944.02,929.01,939.43,936,3.43,0.00366453,825139,99221.55
899050, 2022/11/01,939.73,950.3,939.72,949.68,939.43,10.25,0.010910871,681657,78502.99
899050, 2022/11/02,951.18,967.1,949.35,963.97,949.68,14.29,0.015047174,1053162,107509.76
899050, 2022/11/03,960.01,964.59,955.78,962.25,963.97,-1.72,-0.001784288,706074,79592.97
899050, 2022/11/04,962.83,980.45,960.79,979.87,962.25,17.62,0.01831125,772616,93239.79
899050, 2022/11/07,987.32,1014.12,987.32,1009.08,979.87,29.21,0.029810077,934482,110487.96
899050, 2022/11/08,1005.04,1011.08,1002,1006.99,1009.08,-2.09,-0.002071194,593486,71751.27
899050, 2022/11/09,1005.98,1008.48,1001.17,1002.57,1006.99,-4.42,-0.004389319,808061,90807.03
899050, 2022/11/10,1002.61,1002.61,994.48,1000.25,1002.57,-2.32,-0.002314053,753096,80439.99
899050, 2022/11/11,1011.54,1017.92,1001.08,1002.78,1000.25,2.53,0.002529368,894587,96863.52
899050, 2022/11/14,1005.96,1012.92,997.98,1000.67,1002.78,-2.11,-0.00210415,644858,72416.77
899050, 2022/11/15,1002.15,1010.28,999.73,1010.27,1000.67,9.6,0.009593572,612665,67177.82
899050, 2022/11/16,1011.62,1013.11,998.41,1001.87,1010.27,-8.4,-0.008314609,561655,70233.66
899050, 2022/11/17,1002.17,1002.17,993.2,1000.85,1001.87,-1.02,-0.001018096,678855,68177.4
899050, 2022/11/18,1001.37,1004.47,999.2,1003.15,1000.85,2.3,0.002298047,780570,95568.24
899050, 2022/11/21,1024.08,1033.65,1024.08,1028.72,1003.15,25.57,0.025489707,1201390,125407.7
899050, 2022/11/22,1028.16,1028.79,1010.55,1012.93,1028.72,-15.79,-0.015349172,773840,82325.58
899050, 2022/11/23,1013.11,1019.37,1007.1,1019.37,1012.93,6.44,0.006357794,623370,75017.57
899050, 2022/11/24,1018.43,1027.32,1018.43,1025.51,1019.37,6.14,0.006023328,509690,63765.27
899050, 2022/11/25,1025.99,1025.99,1014.96,1017.92,1025.51,-7.59,-0.007401196,518023,64550.79
899050, 2022/11/28,1014.38,1015.99,1004.94,1008.19,1017.92,-9.73,-0.009558708,577377,66201.34
899050, 2022/11/29,1008.97,1025.32,1007.8,1023.45,1008.19,15.26,0.015136036,604965,67579.06
899050, 2022/11/30,1024.97,1026.86,1016.92,1018.87,1023.45,-4.58,-0.00447506,484170,52126.8
899050, 2022/12/01,1020.43,1024.5,1014.96,1016.92,1018.87,-1.95,-0.001913885,594904,68729.57
899050, 2022/12/02,1016.59,1020.03,1014,1016.24,1016.92,-0.68,-0.000668686,593591,69372.48
899050, 2022/12/05,1016.33,1018.51,1005.36,1006.1,1016.24,-10.14,-0.009977958,580598,68077.84
899050, 2022/12/06,1007.23,1008.93,998.79,1000.02,1006.1,-6.08,-0.006043137,481033,55200.17
899050, 2022/12/07,999.62,999.62,992.47,994.9,1000.02,-5.12,-0.005119898,874081,85517.84
899050, 2022/12/08,996.27,997.03,991.48,993.25,994.9,-1.65,-0.001658458,646503,67077.44
899050, 2022/12/09,993.45,996.15,991.21,994.82,993.25,1.57,0.00158067,613535,58771.98
899050, 2022/12/12,995.47,996.87,985.02,987.68,994.82,-7.14,-0.007177178,639105,69751.67
899050, 2022/12/13,988.56,990.35,982.56,984.63,987.68,-3.05,-0.003088045,549951,61846.93
899050, 2022/12/14,984.68,989.39,981.09,982.47,984.63,-2.16,-0.002193717,506564,51186.43
899050, 2022/12/15,981.23,986.7,981.23,986.26,982.47,3.79,0.003857624,709014,57071.37
899050, 2022/12/16,985.6,989.39,983.02,987.52,986.26,1.26,0.001277554,631786,60426.9
899050, 2022/12/19,985.72,987.08,973.87,978.37,987.52,-9.15,-0.009265635,499220,46185.39
899050, 2022/12/20,972.61,977.55,969.77,973.98,978.37,-4.39,-0.004487055,493172,39464.97
899050, 2022/12/21,973.52,977.32,964.83,968.06,973.98,-5.92,-0.006078154,524920,56349.91
899050, 2022/12/22,966.65,970.32,948.81,951.32,968.06,-16.74,-0.017292317,680866,59586.1
899050, 2022/12/23,950.19,950.19,932.88,938.2,951.32,-13.12,-0.013791364,572546,53061.06
899050, 2022/12/26,937.33,942.63,935.06,941.1,938.2,2.9,0.003091025,503670,45442.31
899050, 2022/12/27,943.67,947.11,936.56,939.67,941.1,-1.43,-0.001519498,539638,51775.89
899050, 2022/12/28,937.61,938.55,933.76,935.43,939.67,-4.24,-0.004512222,413160,44493.32
899050, 2022/12/29,935.12,936.33,929.26,932.36,935.43,-3.07,-0.003281913,464165,43041.67
899050, 2022/12/30,932.92,942.09,932.92,942.09,932.36,9.73,0.010435883,505043,46370.59
899050, 2023/01/03,942.61,949.26,936.15,947.66,942.09,5.57,0.005912386,411916,38894.5
899050, 2023/01/04,947.68,950.33,942.75,948.03,947.66,0.37,0.000390435,376001,35506.32
899050, 2023/01/05,947.97,952.49,943.57,951.83,948.03,3.8,0.004008312,352090,34755.69
899050, 2023/01/06,951.05,956.39,949.96,954.97,951.83,3.14,0.003298908,338483,34785.25
899050, 2023/01/09,955.04,962.74,954.64,960.68,954.97,5.71,0.005979245,329364,32031.88
899050, 2023/01/10,958.39,962.36,956.47,960.76,960.68,0.08,8.32743E-05,283599,27879.95
899050, 2023/01/11,960.82,964.7,957.73,959.89,960.76,-0.87,-0.000905533,335243,33553.12
899050, 2023/01/12,960.35,964.09,955.8,958.21,959.89,-1.68,-0.001750201,249867,25738.01
899050, 2023/01/13,957.81,961.68,957.45,961.02,958.21,2.81,0.002932551,264360,27782.71
899050, 2023/01/16,963.24,972.01,960.46,969.61,961.02,8.59,0.00893842,340896,36148.72
899050, 2023/01/17,969.74,974.1,965.43,971.25,969.61,1.64,0.001691402,283694,29528.34
899050, 2023/01/18,974.47,981.24,972.31,980.79,971.25,9.54,0.009822394,752891,55061.53
899050, 2023/01/19,979.53,987.06,977.27,987.06,980.79,6.27,0.006392806,614546,47324.26
899050, 2023/01/20,987.69,1002.16,987.69,1001.55,987.06,14.49,0.014679959,596013,48795.86
899050, 2023/01/30,1010.96,1016.65,1002.37,1004.78,1001.55,3.23,0.003225001,768540,77502.5
899050, 2023/01/31,1007.41,1063.01,1005.85,1063.01,1004.78,58.23,0.057952985,2566749,238450.72
899050, 2023/02/01,1069.95,1079.71,1059.55,1067.61,1063.01,4.6,0.004327335,2276745,216426.66
899050, 2023/02/02,1065.23,1065.72,1045.51,1048.58,1067.61,-19.03,-0.017824861,2019929,160441.92
899050, 2023/02/03,1047.37,1051.09,1040.53,1046.98,1048.58,-1.6,-0.001525873,1251898,108190.95
899050, 2023/02/06,1043.62,1044.61,1032.59,1033.71,1046.98,-13.27,-0.01267455,1043506,91972.63
899050, 2023/02/07,1034.62,1042.85,1033.36,1037.05,1033.71,3.34,0.00323108,825807,75349.35
899050, 2023/02/08,1042.47,1043.31,1032.91,1034.12,1037.05,-2.93,-0.002825322,804053,74488.51
899050, 2023/02/09,1033.47,1039.04,1032.87,1039.04,1034.12,4.92,0.004757668,898773,96615.88
899050, 2023/02/10,1040.94,1041.9,1032.33,1036.19,1039.04,-2.85,-0.002742917,696966,69473.02
899050, 2023/02/13,1041.65,1060.95,1041.65,1052.22,1036.19,16.03,0.015470136,1082589,111196.38
899050, 2023/02/14,1052.26,1058.07,1044.68,1047.62,1052.22,-4.6,-0.004371709,758911,76969.55
899050, 2023/02/15,1048.36,1053.4,1041.99,1042.96,1047.62,-4.66,-0.004448178,758425,83419.46
899050, 2023/02/16,1044.28,1046.41,1025.33,1029.83,1042.96,-13.13,-0.012589169,1039539,115111.36
899050, 2023/02/17,1027.27,1033.3,1022.58,1023.9,1029.83,-5.93,-0.005758232,1016879,105236.88
899050, 2023/02/20,1026.35,1031.8,1024.15,1029.92,1023.9,6.02,0.00587948,802375,85639.81
899050, 2023/02/21,1028.7,1031.75,1023.95,1027.47,1029.92,-2.45,-0.002378826,759180,84903.44
899050, 2023/02/22,1025.91,1025.91,1016.32,1019.1,1027.47,-8.37,-0.008146223,664895,77416.05
899050, 2023/02/23,1017.83,1019.89,1009.98,1012.46,1019.1,-6.64,-0.006515553,692807,82877.77
899050, 2023/02/24,1012.89,1013.97,1004.64,1007.88,1012.46,-4.58,-0.004523636,572642,69538.59
899050, 2023/02/27,1005.9,1006.82,1000.88,1003.49,1007.88,-4.39,-0.004355677,626187,65125.63
899050, 2023/02/28,1007.78,1014.84,1002.5,1012.45,1003.49,8.96,0.008928838,859479,89850.21
899050, 2023/03/01,1011.74,1019.51,1010.36,1019.51,1012.45,7.06,0.006973184,840352,88691.88
899050, 2023/03/02,1021.4,1023.22,1013.92,1016.5,1019.51,-3.01,-0.002952399,726478,71371.7
899050, 2023/03/03,1012.11,1013.68,1004.48,1010.66,1016.5,-5.84,-0.005745204,607138,61413.07
899050, 2023/03/06,1010.83,1011.63,1000.33,1004.9,1010.66,-5.76,-0.005699246,509239,52589.31
899050, 2023/03/07,1005.82,1005.82,991.06,993.34,1004.9,-11.56,-0.011503632,561900,53674.69
899050, 2023/03/08,992.96,995.15,987.58,990.2,993.34,-3.14,-0.003161053,494837,50486.93
899050, 2023/03/09,990.33,992.78,989.11,992.37,990.2,2.17,0.002191476,433145,41984.48
899050, 2023/03/10,993.41,993.47,982.13,984.77,992.37,-7.6,-0.007658434,854268,62995.87
899050, 2023/03/13,984.31,985.92,976.91,981.09,984.77,-3.68,-0.003736913,656288,56175.91
899050, 2023/03/14,980.1,980.56,966.31,969.71,981.09,-11.38,-0.011599344,773580,62113.52
899050, 2023/03/15,972.09,976.73,968.52,971.82,969.71,2.11,0.002175908,650554,75211.08
899050, 2023/03/16,971.23,971.23,949.08,954,971.82,-17.82,-0.018336729,548142,56989.48
899050, 2023/03/17,954.89,959.86,953.34,956.94,954,2.94,0.003081761,671544,54088.78
899050, 2023/03/20,956.58,960.12,947.91,949.38,956.94,-7.56,-0.007900182,504124,48613.45
899050, 2023/03/21,949.31,960.27,949,960.27,949.38,10.89,0.011470644,566936,52243.13
899050, 2023/03/22,960.86,970.62,960.65,965.56,960.27,5.29,0.005508867,639338,62151.55
899050, 2023/03/23,965.82,965.82,952.91,954.03,965.56,-11.53,-0.011941257,836954,87821.37
899050, 2023/03/24,955.32,969.55,954.49,967.41,954.03,13.38,0.014024716,1061919,104416.94
899050, 2023/03/27,969.95,971.02,963.49,967.51,967.41,0.1,0.000103369,798069,85787.23
899050, 2023/03/28,965.31,968.35,957.01,957.85,967.51,-9.66,-0.009984393,608969,67989.7
899050, 2023/03/29,957.56,964.89,953.66,956.24,957.85,-1.61,-0.001680848,659187,70892.34
899050, 2023/03/30,956.7,956.7,949.72,954.7,956.24,-1.54,-0.001610474,590517,58028.39
899050, 2023/03/31,953.77,959.26,953.14,958.69,954.7,3.99,0.004179323,518313,50455.85
899050, 2023/04/03,958.18,959.7,954.58,956.83,958.69,-1.86,-0.001940147,694710,70117.4
899050, 2023/04/04,957.79,959.79,946.3,948.62,956.83,-8.21,-0.008580417,651225,65001.95
899050, 2023/04/06,947.06,947.9,937.7,940.16,948.62,-8.46,-0.008918218,617193,58252.96
899050, 2023/04/07,941.06,950.88,940.89,950.88,940.16,10.72,0.011402314,463054,41899.95
899050, 2023/04/10,952.19,955.3,947.37,949.86,950.88,-1.02,-0.001072691,501607,52538.28
899050, 2023/04/11,949.43,955.13,948.79,951.92,949.86,2.06,0.002168741,427163,41478.15
899050, 2023/04/12,948.73,954.44,945.94,946.91,951.92,-5.01,-0.005263047,428136,42783.19
899050, 2023/04/13,947.14,947.14,934.62,939.49,946.91,-7.42,-0.007836014,524764,77430.3
899050, 2023/04/14,939.57,945.12,939.57,942.8,939.49,3.31,0.003523188,489587,61204.07
899050, 2023/04/17,943.7,950.74,943.17,947.15,942.8,4.35,0.004613916,494552,71195.63
899050, 2023/04/18,947.7,951.51,944.95,949.32,947.15,2.17,0.002291084,691047,73410.64
899050, 2023/04/19,949.54,952.29,946.57,947.88,949.32,-1.44,-0.001516875,705463,81559.7
899050, 2023/04/20,949.82,951.74,940.82,943.25,947.88,-4.63,-0.004884585,663564,81722.58
899050, 2023/04/21,942.27,947.34,929.74,932.92,943.25,-10.33,-0.010951497,655205,95684.98
899050, 2023/04/24,933.47,944.86,933.47,940.13,932.92,7.21,0.007728423,818632,128144.59
899050, 2023/04/25,939.03,939.03,909.56,917.71,940.13,-22.42,-0.023847766,1155842,147068.56
899050, 2023/04/26,917.65,929.2,913.06,928.22,917.71,10.51,0.01145242,947632,157243.89
899050, 2023/04/27,922.16,923.14,910.99,914.65,928.22,-13.57,-0.014619379,1066495,162005.88
899050, 2023/04/28,913.08,913.08,906.82,912.75,914.65,-1.9,-0.002077297,931041,140705.06
899050, 2023/05/04,910.24,913.76,904.67,908.95,912.75,-3.8,-0.004163243,1016592,168074.72
899050, 2023/05/05,909.66,933.33,909.66,933.33,908.95,24.38,0.026822157,1841581,268745.63
899050, 2023/05/08,935.54,960.86,935.54,960.86,933.33,27.53,0.029496534,2326191,271904.06
899050, 2023/05/09,961.89,968.28,938.76,941.73,960.86,-19.13,-0.019909248,1922405,246649.17
899050, 2023/05/10,939.01,939.01,925.2,928.13,941.73,-13.6,-0.014441507,1106195,151785.33
899050, 2023/05/11,928.76,948.47,927.98,945.96,928.13,17.83,0.019210671,1233078,163110.41
899050, 2023/05/12,944.33,949.35,938.15,939.96,945.96,-6,-0.006342763,1303060,167675.91
899050, 2023/05/15,938.14,942.33,936.1,942.14,939.96,2.18,0.002319248,1274611,166084.83
899050, 2023/05/16,939.57,944.58,935.27,938.01,942.14,-4.13,-0.004383637,1053190,147476.08
899050, 2023/05/17,939.11,946.46,938.9,945.55,938.01,7.54,0.008038294,1011109,146857.64
899050, 2023/05/18,945.1,945.1,940.27,942.64,945.55,-2.91,-0.003077574,1391198,247533.13
899050, 2023/05/19,944,949.68,941.71,949.04,942.64,6.4,0.006789442,1189064,204292.14
899050, 2023/05/22,951.16,962.14,950.85,960.29,949.04,11.25,0.011854084,1239307,195961.45
899050, 2023/05/23,956.29,969.76,956.29,964.31,960.29,4.02,0.004186235,1500794,212791.95
899050, 2023/05/24,960.33,962.17,952.21,954.95,964.31,-9.36,-0.009706422,1492995,201296.45
899050, 2023/05/25,951.26,959.07,947.44,949.16,954.95,-5.79,-0.006063145,1510043,207851.8
899050, 2023/05/26,946.74,955.74,938.32,954.98,949.16,5.82,0.006131738,1516683,259240.11
899050, 2023/05/29,954.95,962.14,947.46,950.31,954.98,-4.67,-0.004890155,1068935,203450.38
899050, 2023/05/30,950.62,951.02,939.18,945.05,950.31,-5.26,-0.005535036,987804,180987.44
