"ID","age","sex","job","education","condition","trial","inflations","exploded"
15,40,"male","working","high_school","normal_low",25,22,0
15,40,"male","working","high_school","normal_low",26,24,0
15,40,"male","working","high_school","normal_low",27,27,0
15,40,"male","working","high_school","normal_low",28,24,0
15,40,"male","working","high_school","normal_low",29,27,0
15,40,"male","working","high_school","normal_low",30,22,1
16,45,"female","working","high_school","normal_high",1,16,0
16,45,"female","working","high_school","normal_high",2,21,0
16,45,"female","working","high_school","normal_high",3,21,0
16,45,"female","working","high_school","normal_high",4,25,0
16,45,"female","working","high_school","normal_high",5,14,1
16,45,"female","working","high_school","normal_high",6,23,0
16,45,"female","working","high_school","normal_high",7,23,0
16,45,"female","working","high_school","normal_high",8,26,0
16,45,"female","working","high_school","normal_high",9,28,0
16,45,"female","working","high_school","normal_high",10,5,1
16,45,"female","working","high_school","normal_high",11,29,1
16,45,"female","working","high_school","normal_high",12,20,0
16,45,"female","working","high_school","normal_high",13,23,0
16,45,"female","working","high_school","normal_high",14,25,0
16,45,"female","working","high_school","normal_high",15,1,1
16,45,"female","working","high_school","normal_high",16,22,0
16,45,"female","working","high_school","normal_high",17,22,0
16,45,"female","working","high_school","normal_high",18,23,0
16,45,"female","working","high_school","normal_high",19,19,0
16,45,"female","working","high_school","normal_high",20,5,1
16,45,"female","working","high_school","normal_high",21,25,0
16,45,"female","working","high_school","normal_high",22,23,0
16,45,"female","working","high_school","normal_high",23,13,1
16,45,"female","working","high_school","normal_high",24,24,0
16,45,"female","working","high_school","normal_high",25,23,0
16,45,"female","working","high_school","normal_high",26,19,1
16,45,"female","working","high_school","normal_high",27,14,1
16,45,"female","working","high_school","normal_high",28,23,0
16,45,"female","working","high_school","normal_high",29,23,1
16,45,"female","working","high_school","normal_high",30,5,1
17,46,"female","working","master","normal_high",1,12,0
17,46,"female","working","master","normal_high",2,15,0
17,46,"female","working","master","normal_high",3,28,0
17,46,"female","working","master","normal_high",4,31,0
17,46,"female","working","master","normal_high",5,14,1
17,46,"female","working","master","normal_high",6,23,0
